min_cluster_size,n_components,n_neighbors,diversity_score,c_v_score,npmi,doc_assignment_pct,number_of_topics,model_name,run_id,chunk_id
40,5,10,0.6458598726114649,0.4548749153378311,-0.0443059776902803,0.6436328220112004,157,qwen3,run_001,15
40,5,20,0.6509677419354839,0.4551314355883773,-0.0451042811592618,0.5643535427319211,155,qwen3,run_001,15
40,5,30,0.6565517241379311,0.4533143445727004,-0.0388438523175615,0.5516922327733138,145,qwen3,run_001,15
40,5,40,0.6695035460992907,0.4547386245008695,-0.0384369481482266,0.5327489651813976,141,qwen3,run_001,15
40,5,50,0.6674242424242425,0.4570383088604682,-0.0363438240508661,0.522108595081568,132,qwen3,run_001,15
40,7,10,0.6471337579617834,0.4508518805570616,-0.0447215988320539,0.6275626978329681,157,qwen3,run_001,15
40,7,20,0.659375,0.4434771219186268,-0.0567155029163089,0.5699780861943025,160,qwen3,run_001,15
40,7,30,0.6503448275862069,0.4571340262939085,-0.0324589574399165,0.5614803993182371,145,qwen3,run_001,15
40,7,40,0.6607407407407407,0.4578205619339157,-0.0292198658998777,0.5405648892135378,135,qwen3,run_001,15
40,7,50,0.6815384615384615,0.4566802452525598,-0.0408773969485611,0.5379108838568298,130,qwen3,run_001,15
40,10,10,0.63875,0.4544057179736288,-0.0420893539034859,0.6138300462624787,160,qwen3,run_001,16
40,10,20,0.6466216216216216,0.4539882358624547,-0.0400107544919311,0.5655709763817872,148,qwen3,run_001,16
40,10,30,0.6627586206896552,0.4487301442450413,-0.0431532677459127,0.5455563671779888,145,qwen3,run_001,16
40,10,40,0.6657142857142857,0.4522581329761684,-0.0385702703965142,0.5381787192598003,140,qwen3,run_001,16
40,10,50,0.6774436090225564,0.4567696376498696,-0.0350688922695536,0.5272948624299976,133,qwen3,run_001,16
40,12,10,0.6518987341772152,0.4546306873745283,-0.0422436219349442,0.6325054784514244,158,qwen3,run_001,16
40,12,20,0.6633333333333333,0.4490946221118768,-0.0460942116473599,0.5645239834429023,150,qwen3,run_001,16
40,12,30,0.6695035460992907,0.4570437251669557,-0.0359600390190919,0.5539323106890675,141,qwen3,run_001,16
40,12,40,0.6589928057553956,0.4600216683591414,-0.0296751950690163,0.5364743121499879,139,qwen3,run_001,16
40,12,50,0.6786259541984733,0.4568052937020189,-0.0362600048957995,0.52936449963477,131,qwen3,run_001,16
40,15,10,0.6575949367088607,0.4574503908703647,-0.0418407465185935,0.6160701241782323,158,qwen3,run_001,17
40,15,20,0.6496644295302013,0.4520319607091961,-0.0446162984093188,0.5647431214998783,149,qwen3,run_001,17
40,15,30,0.6591549295774648,0.4465753867396744,-0.0439531530275877,0.5841246652057462,142,qwen3,run_001,17
40,15,40,0.6601503759398496,0.4583308331199359,-0.0318668270772636,0.5425614803993183,133,qwen3,run_001,17
40,15,50,0.6763779527559055,0.4606687124356265,-0.0319333359292707,0.5388848307767227,127,qwen3,run_001,17
45,5,10,0.6560810810810811,0.452394474771825,-0.0426791044859091,0.630508887265644,148,qwen3,run_001,17
45,5,20,0.6565517241379311,0.454056595716442,-0.043337877712937,0.5439006574141709,145,qwen3,run_001,17
45,5,30,0.6686567164179105,0.4641685432118879,-0.0315648072790331,0.5454833211589968,134,qwen3,run_001,17
45,5,40,0.667741935483871,0.4683559123157249,-0.0204667797601626,0.5454346238130022,124,qwen3,run_001,17
45,5,50,0.6721739130434783,0.4661072271516853,-0.0264543323260688,0.5539566593620647,115,qwen3,run_001,17
